title,genres,release_date,budget,revenue,id
Feroza live from Cafayate,Music,2024-06-30,30,100,1316831
فوق الركبة,,2020-01-28,1,2,1317372
The Cactus,Drama,2023-04-15,250,50,1317369
Bash das Peladinhas,"Comedy, Drama, Crime, Documentary",2024-03-23,10,200,1247881
الاسم انثي,Drama,2014-06-11,5,2,1317362
Belrock 2 - Promotional Trailer,"Documentary, Adventure, History, Drama, Mystery",2023-11-26,13,6924,1247917
Baldi's Basic's III: Let's Go Hunting,,2024-02-03,1000,1000,1317401
Baldi's Basic's IV,,2024-03-20,1000,1000,1317403
The Day It Happened,"Drama, Thriller",2002-03-11,5000000,30000000,1247782
Indivisible,"Mystery, Crime, Music",2024-02-16,150,150,1249280
A Bite for Dinner,"Thriller, Animation, TV Movie",2024-02-18,900,6,1246990
Treeline,"Thriller, Horror, Drama, Crime",2023-07-11,500,6956,1246980
Survivre 1000 Jours en Hardcore sur Minecraft [Film Entier],,2022-09-23,132,17422,1318092
O Grande Despir,"Mystery, Drama",2024-08-02,100,100,1318089
THE FRIZZ: INCIDENT IN PARK GORKY,"Thriller, Horror",2024-07-12,10,30,1316104
Eminem's Superman,,2002-05-26,1000,1000,1318062
Морпех: Фантом,"Action, Thriller, Mystery",2021-10-14,100,657,1249391
Hallelujah | Skeye (Cover),,2010-12-06,1000,1000,1316478
The Story of: Die Innere 1,Documentary,2024-09-11,1,6,1253844
Segundão,"Documentary, Music",2023-10-15,100,200,1319770
ROFIAT AL JALSA,"Action, Crime, Thriller",2024-07-18,5,10,1319792
Sangue no Asfalto,"Drama, Music, Mystery",2020-05-31,500,500,1244203
Ночь,,2024-07-04,1,1,1312270
Os Arcanos da Loucura,"Documentary, Drama, History",2020-09-20,500,500,1244243
Untitled,Drama,2024-03-20,10,2,1254062
The Thirteenth Floor,Horror,1988-05-11,16,18,1320015
my aventures with superman,"Animation, Action",2023-08-18,200000,200000,1254016
Eccentric,,2024-05-15,1000,1000,1320142
Luk Thep Tom 3,"TV Movie, Horror, Drama, Mystery",2024-07-04,50000,50000,1312403
Donner Party 2,"Drama, Romance, Thriller",2024-03-01,4,30,1251982
Sofia,"Mystery, Thriller, Drama, Science Fiction",2024-07-07,1,1,1314350
This Is It,"Fantasy, Romance",2024-02-14,11000,21000,1314354
The Mime 2,Horror,2021-12-08,1000,1000,1314056
Alien: Director's Cut,"Horror, Action, Fantasy, Science Fiction",2004-01-01,11000000,187400000,1318914
Forgotten Mirage,Drama,2024-01-10,10000,20000,1251825
De lo inmenso que es Sentir Neutro Gris,"Drama, Horror, Thriller",2024-02-24,100,200,1251688
Hasat Zamanı,"History, Drama",2023-12-15,100,150,1245132
"he loves me, he loves me not",Romance,2024-02-14,1000,250,1245008
John Thick,"Action, Comedy",2023-03-16,1000,1000,1313962
Thailand Most Viral Vlogger 2,"Documentary, Drama, TV Movie, Adventure",2024-07-14,10000,10000,1313984
The Stick Slasher,"Horror, Thriller",2022-10-19,100,100,1313720
Abdi's Corner,"Action, Comedy, Crime",2024-04-08,10,1,1276423
Being a Comedian Joker in the Oldest Muaythai Gym ended in a Fight!,"Comedy, Documentary, TV Movie, Drama",2024-05-20,100000,100000,1292473
Volador (Flyer),"Drama, Comedy",2024-06-30,3000,3000,1276417
Kickassia,Comedy,2010-10-17,1,234,1275111
Catboy,"Action, Thriller, Adventure, Science Fiction",2023-04-24,600001,10000,1293876
Decisão Real,Drama,2010-08-01,100,10000,1274972
الاسطي الدكتور,Drama,1985-05-28,5,1,1275488
Mean Girls The Musical,Music,2017-10-31,15,180,1293325
Duelo sin Balas,"Comedy, Crime",2024-05-15,60,200,1291424
The Wake of Flip Fitch,"Music, Horror",2023-12-08,200,200,1277446
the man,Mystery,2024-05-24,500000,2000000,1291055
Back at the Barnyard: Escape the Barnyard,"Comedy, Animation",2009-09-29,10,25,1277888
Oy Oy,"Drama, Romance",2024-05-10,4000,100,1290939
November,"Romance, Drama",2023-12-04,10000,100000,1292188
All an act,"Thriller, Drama",2024-06-07,20,20,1292147
عفوا عزيزي الاب,Drama,1973-08-09,4,3,1276524
Rashford Biggins 2: A True Revenge Story,Action,2023-06-03,100,98,1276629
Rashford Biggins: A True Football Story,Science Fiction,2022-11-17,1,2,1276622
Jude on 17 memory,"Horror, Romance",2026-12-09,2,19,1277126
palm climber,Drama,1988-01-12,2,2,1277146
love school,Romance,1988-06-29,5,3,1277096
The greatest iyopj,Drama,2025-05-14,511000,5110000,1291825
IN THE STEAMBOAT WILLIEE,"Horror, Thriller",2024-01-09,5,5,1277182
Less paper,"Comedy, Science Fiction",2024-01-21,70,10,1277173
PHANTASMAGORIA: On Demand,"Comedy, Horror, Mystery",2024-05-16,10000,1000000,1291993
PLEASE,"Animation, Thriller",2024-04-05,5,10,1276951
Pk Saenchai Gym,,2024-05-16,100000,100000,1291878
Apocalypse Unknown,"Horror, Drama",2022-08-27,5000,1300,1276960
CA7RIEL & Paco Amoroso - BAÑO MARÍA (Short Film),Music,2024-04-09,100,1000,1272400
Killer sprite mega movie.,"Adventure, Horror, Comedy",2022-08-11,40,10,1272407
ASTRAKAN,"Animation, Music",2024-05-25,375,1,1295694
"Maurina, O Outono Que Não Acabou",Documentary,2024-04-01,100,1000,1272791
ليمون حلو,"Drama, Romance",1972-06-12,5,3,1272903
Thailand Most Viral Vlogger,"Documentary, TV Movie, Drama",2024-05-28,100000,100000,1297019
Downpour,"Thriller, Horror, Mystery",2024-06-17,3000,3000,1296946
‘Wag Na ‘Wag Kang Lalayo,Action,1996-10-02,1000000,100000000,1274113
نونة الشعنونة,Drama,1994-11-01,5,6,1274149
Karma,"Horror, Music",2024-04-05,1,15,1274647
Dawn of Regret,Horror,2024-03-22,40,49,1294341
Tales of Solitude: One Last Supper,"Horror, Thriller",2024-04-20,500,50,1274515
Untitled,"Drama, Family",2024-05-24,30,5,1294406
Gold & Purple,,2024-05-23,60,400,1295221
#VIRAL,Horror,2023-10-31,500,723,1273375
Yojimbo,"Action, Drama, Adventure",1961-04-15,1400,13790,1295439
bye bye baby,"Comedy, Adventure",2023-06-17,4,120,1273937
صورة عائلية,"Romance, Drama",1982-05-13,1,2,1273785
Antigone,,2024-04-15,8,40,1273788
There will be blood,,2023-08-23,1000,100,1273769
Vertigo 2,Thriller,2024-04-23,50,100,1282211
חברים על סמים 2,"Adventure, Drama, Comedy",2023-10-26,5,1000000000,1286020
חברים על סמים 1,"Adventure, Comedy",2023-10-02,5,1000000000,1286009
Nyctophobia,Horror,2021-06-04,25,400,1286181
Gentlemen's Stroll,Comedy,2024-04-24,250,7000,1281298
The Pie Man,"Action, Comedy",2024-04-27,1000,300,1281327
Ghost House,"Comedy, Horror",2023-02-07,1,1,1281572
Game Of Thrones,"Drama, Action, Fantasy",2011-04-17,1000000,1000000,1281701
Milked,"Action, Crime, Romance",2024-05-09,100,5,1284023
Epic Final Fight for Freedom of Foul Fiends (NOT CLICKBAIT),"Comedy, Action",2021-12-08,25,25,1283765
How to live on your salary,"Comedy, Family",2000-03-15,2,5,1283026
Black Dohifat,"Action, Drama, Mystery, Comedy",2023-05-10,5,100000000,1285592
Thanaweyat texas,"Crime, Drama, Mystery, Action",2024-04-02,7,5,1278736
ドラゴンボールZ 危険なふたり!超戦士はねむれない,"Animation, Action, Science Fiction",1994-03-12,4144,154789,1278642
The price of power,Action,2023-12-01,138,200,1288906
Are we the only ones?,Drama,2023-06-07,24,25,1288815
MAGDALENA,"Thriller, Horror",2020-07-20,30,10,1290084
"Mérida, Tiempo y Naufragio.","Drama, Documentary",2018-02-15,50,10,1290076
THE PEQUEÑO POD #001 | DABBIN' WITH THE DEAD,Comedy,2021-07-02,10,1,1290512
THE PEQUEÑO POD #002 | AND THEN THEY GOT ROBBED,,2021-07-19,4,2,1290526
THE PEQUEÑO POD #005 | NO BEANS IN THIS SCHOOL,,2021-09-01,7,8,1290536
THE PEQUEÑO POD #003 | DEEP FRIED RAT,,2021-08-02,4,8,1290530
Who is DJ Rubbish?,"Documentary, Music, Drama",2005-01-01,300,350,1290480
Sabrisalgados,"Drama, Comedy",2025-07-16,10,10,1290550
Dr. Horrible's Sing-Along Blog,"Comedy, Music",2008-07-15,200000,3000000,1290563
El fin de todas las cosas,"Drama, Fantasy",2024-07-23,1500,100,1289915
Más allá del viaje,"Drama, Fantasy",2023-04-15,200,50,1290064
Caught The Bug,"Science Fiction, Animation",2023-10-13,700,700,1287764
Kaniela. The Danny Kaleikini Story,Documentary,2024-03-11,50000,80000,1287401
What Lies Ahead of Flynn Springfield,"Comedy, Drama",2022-06-28,50,500,1288456
4 meses com Cla,Romance,2024-01-01,2500,100000,1280071
50ft Or So...,"Comedy, Drama",2024-05-12,463,463,1288080
Blues for Alice,,2024-08-30,200,400,1280101
Animal Behaviour,"Comedy, Romance",1989-10-27,3500000,41526,1288132
Mr Surgeoner's Higher History Revision,"History, Drama, Documentary, Fantasy, War",2023-06-11,7,8,1262046
Opportunities,"Adventure, Drama, Thriller",2023-05-20,444,444,1262469
Flowers Grow Out of My Grave,"Adventure, Comedy, Drama, Fantasy, Thriller, Horror",2023-10-21,200,200,1262476
Streets Of Terror,"Thriller, Drama, Horror, Action",2024-08-22,6,6,1261364
This is a Big Night for Ricky,"Comedy, Drama",2024-03-18,100,100,1261297
Risking Life,"Drama, Family",2022-11-22,1500,3500,1261537
Yalnızlık Yolu,Documentary,2022-05-26,200,180,1305363
Pohlster The Movie,"Comedy, Action, Music",2021-07-10,500,5,1303459
Wonderland,"Science Fiction, Family",2024-06-05,10,3,1302880
Eco Choice,,2023-08-31,98,360,1264306
The dice 2024,"Thriller, Action, Crime, Drama",2024-06-16,5,200,1303166
I HATE JUNE 12TH,Drama,2024-06-12,1,1,1303040
阿龙与莉莉,Animation,1989-01-01,10000,100000,1263475
A Violent Tale,"Crime, Thriller, Drama",2022-07-01,1200,1200,1303856
Piano,Drama,2021-01-12,6000,6000,1258920
Sandman,,2019-01-12,6000,6000,1258942
The Raven,"Drama, Horror, Fantasy",2020-01-12,6000,6000,1258930
Lost Teenager,Drama,2024-06-21,10,10,1307835
The Town,Documentary,2024-06-22,5,5,1307782
Suga,"Crime, Science Fiction",2024-04-05,500000,100000,1309114
Astronomical Echoes,"Music, Fantasy",2024-06-25,3868,20,1308687
Luk Thep Tom 2,"Horror, Drama, Mystery",2024-06-23,10000,10000,1308596
LEFT,Drama,2024-03-13,12,96,1258390
Dreamed to sea,"Documentary, Drama",2023-11-16,5000,500,1260786
Trevor,Comedy,2023-01-10,40,40,1260540
Ace Thunder Ace Blisterball,"Science Fiction, Action, History",2018-04-05,20,1,1260503
The Element of Surprise,"Action, Thriller",2024-06-26,20,37,1305973
wolves,"Drama, Crime",1983-04-06,50000,1000000,1306276
Ingvar Celebrates Christmas,"Comedy, Drama",2014-12-26,200,200,1307142
Counting Cards,Comedy,2024-03-08,20,5,1260394
Mrs. Dalloway,Drama,2023-05-17,10,10,1269079
Toc Toc Toc,Drama,2024-06-01,100,1,1299139
Teletext,Animation,2024-06-01,25,55,1299196
Birth of A Savage,"Drama, Thriller, Action",2024-01-17,110000,130000,1268970
The Boy's Night Out,Horror,1989-11-01,25,1000,1298781
Jolkuori,"Fantasy, Drama, Horror",2024-01-25,60,80,1299566
Emersonian of the Day,"Comedy, Mystery",2018-09-18,1500,147,1268585
THE CEO OF SEX ( no sex edition ),"Action, Comedy",2024-04-06,2734,24600,1268624
Apartment 7B,Thriller,2023-11-10,1000,2000,1268409
The Scratch Saga,,2018-07-11,200,30,1268396
How We Feel,Drama,2024-02-14,85,85,1297578
Rearick Film Studios' Doctor Mobius,"Action, Adventure",2022-10-21,20000,30000,1270831
The Santa Movie,Comedy,2020-12-17,20,50,1297543
CAMALEONES,"Thriller, Drama",2024-04-19,250,500,1270811
Zombie-19,"Adventure, Mystery, Science Fiction",2021-06-07,400,300,1270968
Skyldig,"War, Mystery, Thriller",2024-05-19,100,100,1297476
The Meet Arnold: The Movie,,2022-11-18,200000000,90000000,1270920
EDDY,Drama,2015-09-23,50000,1000000,1271337
Baño María,"Horror, Comedy, Music",2024-04-09,100,1000,1271362
Nature Planet: House of Squirrels,"Comedy, Documentary",2024-04-19,75,84,1271458
worm movie,Action,2024-05-29,100000,1000000000,1297132
"111, THAT PART THAT IS NOT TOUCHED",,2024-03-20,30,50,1297134
Potassium Assassination,"Horror, Thriller, Comedy",2024-05-29,17,5,1297138
Tripolar 360°,,2024-05-29,30,50,1297389
The Hills,,2024-07-25,100000000,200000000,1297420
Coca-Cola: The Fan Movie,"Adventure, Comedy, Drama",2021-08-06,20000,30000,1269737
Innocences,"Mystery, Thriller",2023-06-13,3,2,1298338
THE ELF,"Horror, Comedy",2023-12-15,20000,30000,1269765
I threw myself for you,,2000-03-03,2,1000,1298370
Deadpool 2: Super Duber Cut,"Action, Adventure, Comedy",2018-08-07,110,785,1298356
Hit And Run,"Drama, Action",2024-05-31,1,1,1298360
The ALMA Documentary,,2023-08-03,100,200,1297941
Not so Bad,,2021-11-21,30,50,1297928
Not so Good,,2021-10-21,30,50,1297921
Le Perroquet dans sa Soucoupe (Short Version),"Documentary, Adventure",2024-05-24,50,1100,1298037
Преследование,"Thriller, Horror",2023-06-30,10,10,1265349
In Eros We Trust,"Romance, Action",2024-03-31,2520,608,1265753
DEAMMM,"Documentary, Comedy",2028-12-31,3000,26000,1264644
Il nostro messia,,2008-05-23,490000,11622,1264628
The Bill Land Dance Off,Drama,2024-03-26,1,1,1265226
THE MACHINE,"Documentary, Science Fiction, Music, War, Comedy, Action, Western, Family",2024-06-02,20,20,1300047
Downpour,"Horror, Thriller, Mystery",2024-05-12,3000,3000,1300058
lente / ruido,Thriller,2023-06-15,375,20,1300076
Protest,,1976-01-01,1000,500,1267683
Пропавший Тигрик,Comedy,2021-05-30,1,1,1267481
ZAKOŃCZENIE KLAS 8,,2024-06-21,267000000,193000000,1301115
Shift-e Nimeh Shab 2016,"Music, Family, Comedy",2016-06-02,18000,30000,1266829
English,Drama,2024-06-01,30,50,1300781
Le Trafic De Drogue,,2024-06-28,100,5000,1300708
Man's Best Friend,"Drama, Comedy",2022-06-21,20,405,1141200
Wrong Bill,"Crime, Comedy",2022-12-19,30,350,1141204
Loose Change,"Comedy, Drama",2023-06-14,100000,200000,1140548
With my father's permission,Drama,2023-07-07,60000,4600,1142382
Pair of Shoes,Drama,2023-07-27,1000,1000,1142350
"Max,A raposa",Mystery,2023-06-20,3,3,1142816
Hlemmur Foodhall,Documentary,2023-05-27,100,100,1142592
The Light,Horror,2020-09-08,1,100000000,1141706
The Hidden Persuaders,Drama,2011-07-01,50000,50000,1142118
Rupert’s 6,Thriller,2024-11-02,300,20,1138352
Healing US,Documentary,2023-05-19,250000,300,1137733
How To Build A Forest,"Science Fiction, Animation",2023-06-07,5000,5000,1137601
Clarence 2,"Action, Thriller",2023-07-01,100,1,1137945
IN-FAME,"Drama, Mystery",2023-06-01,200,200,1138820
Introducing: Mr. Goode,Drama,2020-06-10,10000,10000,1139744
Chaos Black,Science Fiction,2014-06-18,10000,80000,1139731
Weird Love,Drama,2014-08-10,9000,9000,1139708
5 Minutes,Drama,2022-09-16,10,11,1138899
deffessu',"Drama, Comedy",2023-06-06,4,69,1139005
Catching Dragonflies,Horror,2017-11-30,9720,11000,1146501
Fragmented Echoes,"Drama, Fantasy, Thriller",2023-08-03,50,50,1145697
Les Tourments d'une Criminelle Exilée,"Thriller, Drama, Crime",2023-07-05,15,25,1147599
La Maison du Paysan Hoffman,Horror,2023-03-15,10,20,1147602
Life Of A Sun Warrior,"Animation, Fantasy",2023-07-04,1,1,1147822
Automaton,"Mystery, Crime, Science Fiction, Thriller, Drama, Horror",2023-01-09,103,2,1143404
Whacked,,2023-05-16,50,50,1145177
Bama Vijayam,Fantasy,1934-01-01,18939,378787,1145206
Senioritis,Comedy,2023-05-05,50,100,1144803
Donut Disturb,Comedy,2022-09-01,9,1,1130493
Pacific,Drama,2023-06-12,50,100,1130307
MONKEY BUISNESS,Horror,2023-05-22,2,5,1129890
Nails,"Horror, Thriller",2023-06-21,50,835,1131741
Fasl-E-Gul,Drama,2023-05-15,59,59,1130884
Overbruggen,"War, Documentary",2023-05-21,50,150,1131138
Dok,"Drama, Family",2022-04-06,1000000,3000000,1127007
MONSTER (Short 2021),"Thriller, Drama, Horror, Comedy",2021-12-16,145,145,1126839
First Girlfriend,"Romance, Drama, Crime",2019-11-23,2,703,1128476
¡Slap!,"Drama, Science Fiction",2023-05-25,1,100000000,1128957
Bortal,Horror,2023-05-18,100,100,1136042
Let Sleeping Guns Lie,"Mystery, Crime",2005-12-30,10,9,1136005
90s Time Traveler Discovers AI,"Drama, Comedy, Science Fiction",2023-03-13,100,101,1136011
Pre-Prom,Drama,2023-06-16,50,2000,1135913
laundry,"Thriller, Science Fiction, Romance, Documentary, Family, Adventure",2023-05-31,4,8,1134858
Juvenile Drive,"Comedy, Drama",2023-05-26,4,1000000,1137028
Snow Bunnies Never,"Comedy, Family, Romance",2023-06-06,1,1,1137109
Me and Matheo eating a burger,"Crime, Drama, Mystery, Horror",2023-06-05,17,7,1136360
Me and Matteo eating a burger,"Crime, Drama, Mystery, Horror",2023-06-05,17,7,1136380
Mineralium,"Crime, Thriller",2023-05-18,100,100,1136447
Neelay Laddu,Drama,2022-11-25,59,59,1136766
President,"Comedy, Drama",2023-05-31,400,6000,1133226
100,"Comedy, Mystery",2023-05-03,1,1,1132454
mr dadee,"Drama, Thriller, Action, Family",2023-08-06,1073,8385,1161398
Menace To Society,"Thriller, Action, Mystery",2022-07-28,1220,10000,1161695
Aquajots,Family,2012-08-16,100000000,1,1161353
Daxonomy,"Comedy, Science Fiction",2023-08-06,2000,2500,1161147
blue.,Drama,2022-05-14,100,950,1162822
Zombie Attack,"Animation, Action, Comedy",2021-12-04,52,3300,1162905
English,Drama,2022-04-15,54000,900000,1162169
Batman: Stained Heir,"Mystery, Crime, Action",2022-08-05,600,69000000,1162503
The Muddy Hand,"Horror, Comedy",2023-09-26,10,20,1162330
Sombra,,2021-07-21,2000,10000,1159111
Scummo the Kid,"Western, Action, Drama, Adventure",2023-08-02,10,10,1158749
Steady On,Western,2019-10-26,100000000,50000,1159786
AMC: Under The Curtain,Thriller,2023-08-03,500,700,1159506
Peanut Lover,"Documentary, Comedy",2023-05-04,30,100,1166496
Heirloom: Guitar,,2023-10-01,1000,1000,1166832
¿Dónde estoy?,Horror,2021-06-08,5,4,1165947
Necesito amigos,"Documentary, Family",2021-06-25,5,2,1165950
Nieve derritiéndose,Documentary,2021-04-15,20,1,1165943
Tormenta de nieve,Documentary,2021-03-24,20,1,1165936
Neben der Spur,Drama,2019-10-03,400,375,1167958
The Goddess of Forest,Drama,2023-04-14,2500,7500,1168020
The Fiti,"Comedy, Fantasy",2023-08-15,1500,700,1167494
Coffee In The Heat,"Comedy, Family",2023-08-12,50,50,1163740
LEGO Among Us,Animation,2020-08-21,50,10,1165151
Gooweiser,"Horror, Science Fiction, Thriller",2023-05-09,50,120,1165593
Girl Sunset Girl,Animation,2023-07-11,5,10,1150850
Mighty Morphin Power Rangers: The Movie - Secrets Revealed,Documentary,1995-01-01,15,66,1150895
Soft,Drama,2023-02-11,450,125,1150931
FATHER AND SON 2,"Action, Drama",2023-07-11,5,5,1152809
Tabloid,"Comedy, Drama",2021-12-01,5,1,1152844
Withdrawals,"Crime, Drama",2023-07-17,5000,100,1153115
They,Horror,2004-09-02,10,10,1153216
Consumo Americano,,2022-08-11,300,175,1152406
Stoney,"Comedy, Action",2023-04-22,15,1,1152239
Crawfest,"Documentary, Music",2023-07-10,1200,400,1149302
Contract Killer The beginning,"Action, Comedy, Drama",2017-04-25,1000,2103,1148266
And Died Together One Day,,2021-04-20,10,10,1156613
Opening,Drama,2023-05-25,75,150,1156815
FIM DA GRACOM : Você (Não) Será Lembrada,"Documentary, Drama, Science Fiction, Comedy",2023-08-23,5,10,1155943
The Cradle,Horror,2023-07-16,20000,50000,1157900
Las Agujetas Falsas,Drama,2023-07-27,150,200,1154172
Alter Ego,"Science Fiction, Adventure",2016-12-20,100,120,1155292
For The Love of a Chanel Bag,Comedy,2018-02-12,100,120,1155299
The Shoe,,2011-07-21,100,100,1155306
Wanderland,,2007-01-12,100,100,1155320
Sugus Trip,"Comedy, Science Fiction",2022-07-13,200,220,1095181
En Otro Lugar,"Comedy, Romance",2022-05-27,2738900,37780,1095190
True Darkness: DETECTIVES,"Drama, Mystery, Horror",2022-02-22,500,500,1095131
True Darkness: KEEP MOVING,"Horror, Mystery, Thriller",2021-10-31,500,500,1094670
